0.05,2.5,0,1.301134,1.376836
0.05,2.75,0,1.423196,1.465275
0.05,3,0,1.552508,1.56793
0.05,3.25,0,1.680774,1.709931
0.05,3.5,0,1.88316,1.996718
0.05,3.75,0,2.149696,2.453794
0.05,4,0,2.433877,2.99106
0.05,4.25,0,2.65079,3.781935
0.05,4.5,0,3.091097,4.569151
0.05,4.75,0,3.675943,11.447576
0.05,5,0,4.877042,10.468065
0.05,5.25,0,4.607602,16.871995
0.1,2.5,1.546189,1.54635,1.627257
0.1,2.75,1.597327,1.636302,1.706206
0.1,3,1.78939,1.840012,1.930799
0.1,3.25,2.067783,2.181048,2.287347
0.1,3.5,2.440993,2.650482,2.894707
0.1,3.75,2.74934,3.226926,3.826439
0.1,4,3.16387,3.914687,5.267291
0.1,4.25,3.233559,4.663753,9.414886
0.1,4.5,1.703989,5.360316,12.800403
0.1,4.75,2.511112,5.727555,11.860556
0.1,5,0,6.598312,18.944289
0.1,5.25,0,6.825789,24.537397
0.2,2.5,0,1,1
0.2,2.75,2.165504,2.270489,2.307783
0.2,3,2.227066,2.26777,2.38443
0.2,3.25,2.526178,2.558307,2.835482
0.2,3.5,3.050755,3.136475,3.666338
0.2,3.75,3.991232,4.279534,5.503567
0.2,4,4.703365,5.671213,8.585069
0.2,4.25,5.296551,6.771713,12.422052
0.2,4.5,4.03956,7.918357,27.728479
0.2,4.75,4.793635,8.981996,36.559059
0.2,5,0,7.75747,53.299136
0.2,5.25,0,9.668526,39.226635
0.3,2.5,0,0,0
0.3,2.75,0,1,1
0.3,3,2.508059,2.582609,2.63974
0.3,3.25,3.02254,3.04176,3.295604
0.3,3.5,3.655817,3.737262,4.239165
0.3,3.75,4.453553,4.678145,5.871073
0.3,4,5.355369,6.601973,9.289266
0.3,4.25,6.958979,8.593824,17.125304
0.3,4.5,7.03406,14.218729,39.584111
0.3,4.75,0,11.950774,44.386289
0.3,5,0,12.689951,67.734284
0.3,5.25,0,24.150545,57.938408
0.4,2.5,0,0,0
0.4,2.75,0,0,0
0.4,3,2.856251,3.606561,3.462299
0.4,3.25,3.340557,3.472156,3.737297
0.4,3.5,4.296433,4.303667,4.605767
0.4,3.75,5.380543,5.446294,6.03888
0.4,4,6.122242,6.771638,9.237748
0.4,4.25,7.312303,9.364666,16.817135
0.4,4.5,8.356133,24.012439,31.852594
0.4,4.75,0,21.771972,59.185059
0.4,5,0,17.49817,45.169615
0.4,5.25,0,27.921807,85.40132
0.5,2.5,0,0,0
0.5,2.75,0,0,0
0.5,3,0,0,0
0.5,3.25,0,7.567347,7.934694
0.5,3.5,4.463366,4.481541,4.953229
0.5,3.75,6.00833,5.775405,5.936743
0.5,4,7.04133,7.960685,9.546673
0.5,4.25,8.986904,10.903134,15.320568
0.5,4.5,9.733093,27.274379,46.207752
0.5,4.75,5.789425,37.962824,52.597767
0.5,5,0,33.691556,83.22465
0.5,5.25,0,61.316966,88.82576
0.6,2.5,0,0,0
0.6,2.75,0,0,0
0.6,3,0,0,0
0.6,3.25,0,0,0
0.6,3.5,4.57575,4.299997,5.43222
0.6,3.75,5.893027,5.529608,5.96314
0.6,4,7.373664,7.663529,8.929324
0.6,4.25,10.083997,16.549832,16.903673
0.6,4.5,12.992331,34.682104,31.747323
0.6,4.75,15.94691,42.12769,78.180695
0.6,5,0,63.276789,94.70523
0.6,5.25,0,38.552717,94.744889
0.7,2.5,0,0,0
0.7,2.75,0,0,0
0.7,3,0,0,0
0.7,3.25,0,0,0
0.7,3.5,0,1,1
0.7,3.75,6.510201,6.188878,7.968204
0.7,4,7.20009,6.731604,8.030106
0.7,4.25,9.468501,10.490895,13.478147
0.7,4.5,16.240019,18.900313,20.627735
0.7,4.75,16.608263,26.835137,30.052429
0.7,5,31.22969,64.112594,89.491172
0.7,5.25,0,89.181678,114.063229
0.8,2.5,0,0,0
0.8,2.75,0,0,0
0.8,3,0,0,0
0.8,3.25,0,0,0
0.8,3.5,0,0,0
0.8,3.75,0,1,1
0.8,4,5.527409,4.94083,6.511765
0.8,4.25,9.48389,8.11788,11.167261
0.8,4.5,12.737847,15.161663,19.01514
0.8,4.75,15.606658,19.564316,30.379842
0.8,5,23.354513,45.730061,68.907285
0.8,5.25,42.477238,89.91839,106.056703
0.9,2.5,0,0,0
0.9,2.75,0,0,0
0.9,3,0,0,0
0.9,3.25,0,0,0
0.9,3.5,0,0,0
0.9,3.75,0,0,0
0.9,4,0,1,1
0.9,4.25,8.905143,7.539213,13.062692
0.9,4.5,10.561148,11.727676,18.197916
0.9,4.75,15.864013,22.205528,29.555725
0.9,5,13.123344,20.693781,32.535349
0.9,5.25,21.795194,50.263448,43.385834
