0.050000,2.500000,1.301134,0.404568,0.844752,0.421517
0.050000,2.750000,1.423196,0.622686,0.720622,0.256381
0.050000,3.000000,1.552508,0.661975,0.653032,0.176930
0.050000,3.250000,1.680774,0.693918,0.610665,0.132004
0.050000,3.500000,1.883160,0.746033,0.578338,0.094317
0.050000,3.750000,2.149696,0.806691,0.495645,0.053160
0.050000,4.000000,2.433877,0.834853,0.455185,0.034977
0.050000,4.250000,2.650790,0.847147,0.462591,0.030454
0.050000,4.500000,3.091097,0.876266,0.395946,0.016408
0.050000,4.750000,3.675943,0.860738,0.511969,0.019398
0.050000,5.000000,4.877042,0.893202,0.375930,0.005942
0.050000,5.250000,4.607602,0.881899,0.452803,0.009658
0.100000,2.500000,1.546350,0.331516,0.884793,0.327392
0.100000,2.750000,1.636302,0.562009,0.793776,0.235325
0.100000,3.000000,1.840012,0.701310,0.714607,0.150832
0.100000,3.250000,2.181048,0.782117,0.628551,0.083052
0.100000,3.500000,2.650482,0.840850,0.538950,0.041347
0.100000,3.750000,3.226926,0.891535,0.414425,0.016494
0.100000,4.000000,3.914687,0.900561,0.436005,0.012405
0.100000,4.250000,4.663753,0.911716,0.413938,0.007878
0.100000,4.500000,5.360316,0.909031,0.470802,0.007714
0.100000,4.750000,5.727555,0.909616,0.460967,0.006477
0.100000,5.000000,6.598312,0.910242,0.444815,0.004545
0.100000,5.250000,6.825789,0.911289,0.423257,0.003845
0.200000,2.500000,1.000000,0.140567,1.000000,1.000000
0.200000,2.750000,2.270489,0.643715,0.747206,0.108303
0.200000,3.000000,2.267770,0.657740,0.803792,0.125629
0.200000,3.250000,2.558307,0.751469,0.746039,0.085039
0.200000,3.500000,3.136475,0.844270,0.631895,0.040589
0.200000,3.750000,4.279534,0.894951,0.552070,0.016642
0.200000,4.000000,5.671213,0.925159,0.460723,0.006600
0.200000,4.250000,6.771713,0.930840,0.470194,0.004821
0.200000,4.500000,7.918357,0.938500,0.374558,0.002238
0.200000,4.750000,8.981996,0.930280,0.488655,0.002960
0.200000,5.000000,7.757470,0.924154,0.524609,0.004573
0.200000,5.250000,9.668526,0.931481,0.431581,0.001993
0.300000,2.500000,0.000000,0.500000,0.500000,0.500000
0.300000,2.750000,1.000000,0.041132,1.000000,1.000000
0.300000,3.000000,2.582609,0.822606,0.651670,0.063670
0.300000,3.250000,3.041760,0.812262,0.720705,0.056139
0.300000,3.500000,3.737262,0.863491,0.628615,0.028292
0.300000,3.750000,4.678145,0.894295,0.581572,0.015455
0.300000,4.000000,6.601973,0.917380,0.567566,0.007391
0.300000,4.250000,8.593824,0.939069,0.470426,0.002996
0.300000,4.500000,14.218729,0.959028,0.082794,0.000034
0.300000,4.750000,11.950774,0.940919,0.474853,0.001579
0.300000,5.000000,12.689951,0.943726,0.390275,0.000946
0.300000,5.250000,24.150545,0.941675,0.414830,0.000295
0.400000,2.500000,0.000000,0.500000,0.500000,0.500000
0.400000,2.750000,0.000000,0.500000,0.500000,0.500000
0.400000,3.000000,3.606561,0.784935,0.806452,0.050000
0.400000,3.250000,3.472156,0.860832,0.718738,0.042849
0.400000,3.500000,4.303667,0.885416,0.650324,0.022834
0.400000,3.750000,5.446294,0.896394,0.625011,0.013170
0.400000,4.000000,6.771638,0.925154,0.514216,0.005766
0.400000,4.250000,9.364666,0.935357,0.528673,0.003187
0.400000,4.500000,24.012439,0.959585,0.119033,0.000025
0.400000,4.750000,21.771972,0.956525,0.206982,0.000090
0.400000,5.000000,17.498170,0.955772,0.204618,0.000137
0.400000,5.250000,27.921807,0.953590,0.254922,0.000083
0.500000,2.500000,0.000000,0.500000,0.500000,0.500000
0.500000,2.750000,0.000000,0.500000,0.500000,0.500000
0.500000,3.000000,0.000000,0.500000,0.500000,0.500000
0.500000,3.250000,7.567347,0.881704,0.840816,0.012346
0.500000,3.500000,4.481541,0.894188,0.712979,0.025310
0.500000,3.750000,5.775405,0.923975,0.532878,0.008513
0.500000,4.000000,7.960685,0.924033,0.545607,0.004697
0.500000,4.250000,10.903134,0.932943,0.543638,0.002486
0.500000,4.500000,27.274379,0.958357,0.178315,0.000043
0.500000,4.750000,37.962824,0.958379,0.219354,0.000033
0.500000,5.000000,33.691556,0.956534,0.252920,0.000056
0.500000,5.250000,61.316966,0.940326,0.533938,0.000076
0.600000,2.500000,0.000000,0.500000,0.500000,0.500000
0.600000,2.750000,0.000000,0.500000,0.500000,0.500000
0.600000,3.000000,0.000000,0.500000,0.500000,0.500000
0.600000,3.250000,0.000000,1.022435,0.000000,0.000000
0.600000,3.500000,4.299997,0.909404,0.700393,0.026531
0.600000,3.750000,5.529608,0.917866,0.644099,0.013568
0.600000,4.000000,7.663529,0.924260,0.589428,0.005916
0.600000,4.250000,16.549832,0.957608,0.067716,0.000017
0.600000,4.500000,34.682104,0.958111,0.161662,0.000022
0.600000,4.750000,42.127690,0.958680,0.223386,0.000028
0.600000,5.000000,63.276789,0.953183,0.422927,0.000045
0.600000,5.250000,38.552717,0.955606,0.318530,0.000068
0.700000,2.500000,0.000000,0.500000,0.500000,0.500000
0.700000,2.750000,0.000000,0.500000,0.500000,0.500000
0.700000,3.000000,0.000000,0.500000,0.500000,0.500000
0.700000,3.250000,0.000000,0.500000,0.500000,0.500000
0.700000,3.500000,1.000000,0.010820,1.000000,1.000000
0.700000,3.750000,6.188878,0.945964,0.253790,0.001682
0.700000,4.000000,6.731604,0.911308,0.681462,0.010248
0.700000,4.250000,10.490895,0.919014,0.613585,0.003421
0.700000,4.500000,18.900313,0.958564,0.086109,0.000021
0.700000,4.750000,26.835137,0.959661,0.143565,0.000029
0.700000,5.000000,64.112594,0.952739,0.395629,0.000038
0.700000,5.250000,89.181678,0.934714,0.686908,0.000059
0.800000,2.500000,0.000000,0.500000,0.500000,0.500000
0.800000,2.750000,0.000000,0.500000,0.500000,0.500000
0.800000,3.000000,0.000000,0.500000,0.500000,0.500000
0.800000,3.250000,0.000000,0.500000,0.500000,0.500000
0.800000,3.500000,0.000000,1.870848,0.000000,0.000000
0.800000,3.750000,1.000000,0.010410,1.000000,1.000000
0.800000,4.000000,4.940830,0.868121,0.789011,0.025502
0.800000,4.250000,8.117880,0.906062,0.662554,0.006661
0.800000,4.500000,15.161663,0.924969,0.477790,0.000993
0.800000,4.750000,19.564316,0.902370,0.566472,0.000838
0.800000,5.000000,45.730061,0.945366,0.300213,0.000043
0.800000,5.250000,89.918390,0.911474,0.670100,0.000056
0.900000,2.500000,0.000000,0.500000,0.500000,0.500000
0.900000,2.750000,0.000000,0.500000,0.500000,0.500000
0.900000,3.000000,0.000000,0.500000,0.500000,0.500000
0.900000,3.250000,0.000000,0.500000,0.500000,0.500000
0.900000,3.500000,0.000000,0.500000,0.500000,0.500000
0.900000,3.750000,0.000000,0.500000,0.500000,0.500000
0.900000,4.000000,1.000000,0.071978,1.000000,1.000000
0.900000,4.250000,7.539213,0.929290,0.320310,0.001805
0.900000,4.500000,11.727676,0.897111,0.654051,0.003110
